id,en
WIKI_MOON_THEBE,"
Thebe ( THEE-bee; Greek: Θήβη) also known as Jupiter XIV, is the fourth of Jupiter's moons by distance from the planet. It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979, while making its flyby of Jupiter. In 1983, it was officially named after the mythological nymph Thebe.The second largest of the inner satellites of Jupiter, Thebe orbits within the outer edge of the Thebe gossamer ring that is formed from dust ejected from its surface. It is irregularly shaped and reddish in colour, and is thought like Amalthea to consist of porous water ice with unknown amounts of other materials. Its surface features include large craters and high mountains—some of them are comparable to the size of the moon itself.Thebe was photographed in 1979 by the Voyager 1 and 2 spacecraft, and later, in more detail, by the Galileo orbiter in the 1990s.

  --https://en.wikipedia.org/wiki/Thebe_(moon)"
WIKI_MOON_ADRASTEA,"
Adrastea ( ad-rə-STEE-ə; Greek: Ἀδράστεια), also known as Jupiter XV, is the second by distance, and the smallest of the four inner moons of Jupiter. It was discovered in photographs taken by Voyager 2 in 1979, making it the first natural satellite to be discovered from images taken by an interplanetary spacecraft, rather than through a telescope. It was officially named after the mythological Adrasteia, foster mother of the Greek god Zeus—the equivalent of the Roman god Jupiter.Adrastea is one of the few moons in the Solar System known to orbit its planet in less than the length of that planet's day. It orbits at the edge of Jupiter's Main Ring and is thought to be the main contributor of material to the Rings of Jupiter. Despite observations made in the 1990s by the Galileo spacecraft, very little is known about the moon's physical characteristics other than its size and the fact that it is tidally locked to Jupiter.

  --https://en.wikipedia.org/wiki/Adrastea_(moon)"
WIKI_MOON_METIS,"
Metis (; Greek: Μήτις), also known as Jupiter XVI, is the innermost known moon of Jupiter. It was discovered in 1979 in images taken by Voyager 1, and was named in 1983 after the first wife of Zeus, Metis. Additional observations made between early 1996 and September 2003 by the Galileo spacecraft allowed its surface to be imaged.

Metis is tidally locked to Jupiter, and its shape is strongly asymmetrical, with one of the diameters being almost twice as large as the smallest one. It is also one of the two moons known to orbit Jupiter in less than the length of Jupiter's day, the other being Adrastea. It orbits within the main ring of Jupiter, and is thought to be a major contributor of material to the rings.

  --https://en.wikipedia.org/wiki/Metis_(moon)"
WIKI_MOON_HIMALIA,"
Himalia is the largest irregular satellite of Jupiter. It is the sixth largest Jovian satellite overall in size, and only the four Galilean moons of Jupiter have greater mass. It was discovered by Charles Dillon Perrine at the Lick Observatory on 3 December 1904 and is named after the nymph Himalia, who bore three sons of Zeus (the Greek equivalent of Jupiter). It is one of the largest planetary moons in the Solar System not imaged in detail, and the largest not including the moons of Neptune and several trans-Neptunian objects, particularly Dysnomia, the moon of Eris.

  --https://en.wikipedia.org/wiki/Himalia_(moon)"
WIKI_MOON_ELARA,"
Elara ( EL-ər-ə; Greek: Ελάρα) is a prograde irregular satellite of Jupiter. It was discovered by Charles Dillon Perrine at Lick Observatory in 1905. It is the eighth-largest moon of Jupiter and is named after Elara, one of Zeus's lovers and the mother of the giant Tityos.Elara did not receive its present name until 1975; before then, it was simply known as Jupiter VII. It was sometimes called 'Hera' between 1955 and 1975. It has a mean radius of just 43 kilometres (27 mi), thus it is 2% of the size of Europa. However, it is half the size of Himalia, so it is the second-biggest moon in the Himalia group. It might be a captured type C or D asteroid, for it reflects very little light.

Elara belongs to the Himalia group, five moons orbiting between 11 and 13 gigametres from Jupiter at an inclination of about 27.5°. Its orbital elements are as of January 2000. They are continuously changing due to solar and planetary perturbations.

  --https://en.wikipedia.org/wiki/Elara_(moon)"
WIKI_MOON_PASIPHAE,"
Pasiphae ( pə-SIF-ə-ee; Greek: Πασιφάη; formerly Pasiphaë) is a retrograde irregular satellite  of Jupiter. It was discovered in 1908 by Philibert Jacques Melotte and later named after the mythological Pasiphaë, wife of Minos and mother of the Minotaur from Greek legend.

It was first spotted on a plate taken at the Royal Greenwich Observatory on the night of February 28, 1908. Inspection of previous plates found it as far back as January 27. It received the provisional designation 1908 CJ, as it was not clear whether it was an asteroid or a moon of Jupiter. The recognition of the latter case came by April 10.Pasiphae did not receive its present name until 1975; before then, it was simply known as Jupiter VIII. It was sometimes called 'Poseidon' between 1955 and 1975.

  --https://en.wikipedia.org/wiki/Pasiphae_(moon)"
WIKI_MOON_SINOPE,"
Sinope ( si-NOH-pee; Greek: Σινώπη) is a retrograde irregular satellite of Jupiter discovered by Seth Barnes Nicholson at Lick Observatory in 1914, and is named after Sinope of Greek mythology.

Sinope did not receive its present name until 1975; before then, it was simply known as Jupiter IX. It was sometimes called 'Hades' between 1955 and 1975.

Sinope was the outermost known moon of Jupiter until the discovery of Megaclite in 2000.  The most distant moon of Jupiter now known is S/2003 J 2.

  --https://en.wikipedia.org/wiki/Sinope_(moon)"
WIKI_MOON_LYSITHEA,"
Lysithea ( ly-SITH-ee-ə,  li-SITH-ee-ə; Greek: Λυσιθέα) is a prograde irregular satellite of Jupiter. It was discovered by Seth Barnes Nicholson in 1938 at Mount Wilson Observatory and is named after the mythological Lysithea, daughter of Oceanus and one of Zeus' lovers.Lysithea did not receive its present name until 1975; before then, it was simply known as Jupiter X. It was sometimes called 'Demeter' from 1955 to 1975.

It belongs to the Himalia group, five moons orbiting between 11 and 13 Gm from Jupiter at an inclination of about 28.3°. Its orbital elements are as of January 2000. They are continuously changing due to solar and planetary perturbations.

  --https://en.wikipedia.org/wiki/Lysithea_(moon)"
WIKI_MOON_CARME,"
Carme ( KAR-mee; Greek: Κάρμη) is a retrograde irregular satellite of Jupiter. It was discovered by Seth Barnes Nicholson at Mount Wilson Observatory in California in July 1938. It is named after the mythological Carme, mother by Zeus of Britomartis, a Cretan goddess.

  --https://en.wikipedia.org/wiki/Carme_(moon)"
WIKI_MOON_ANANKE,"
Ananke ( ə-NANG-kee; Greek: Ανάγκη) is a retrograde irregular moon of Jupiter. It was discovered by Seth Barnes Nicholson at Mount Wilson Observatory in 1951 and is named after the mythological Ananke, the personification of Necessity, and the mother of the Moirai (Fates) by Zeus. The adjectival form of the name is Anankean.

Ananke did not receive its present name until 1975; before then, it was simply known as Jupiter XII. It was sometimes called 'Adrastea' between 1955 and 1975 (Adrastea is now the name of another satellite of Jupiter).

Ananke gives its name to the Ananke group, retrograde irregular moons which orbit Jupiter between 19.3 and 22.7 Gm, at inclinations of roughly 150°.

  --https://en.wikipedia.org/wiki/Ananke_(moon)"
WIKI_MOON_LEDA,"
Leda ( LEE-də; Greek: Λήδα), also known as Jupiter XIII, is a prograde irregular satellite of Jupiter. It was discovered by Charles T. Kowal at the Mount Palomar Observatory on September 14, 1974, after three nights' worth of photographic plates had been taken (September 11 through 13; Leda appears on all of them). It was named after Leda, who was a lover of Zeus, the Greek equivalent of Jupiter (who came to her in the form of a swan). Kowal suggested the name and the IAU endorsed it in 1975.Leda belongs to the Himalia group, five moons orbiting between 11 and 13 Gm from Jupiter at an inclination of about 27.5°. The orbital elements given here are as of January 2000, but they are continuously changing due to solar and planetary perturbations.

  --https://en.wikipedia.org/wiki/Leda_(moon)"
WIKI_MOON_CALLIRRHOE,"
Callirrhoe ( kə-LIRR-o-ee; Greek: Καλλιρρόη), also known as Jupiter XVII, is one of Jupiter's outer natural satellites. It is an irregular moon that orbits in a retrograde direction. Callirrhoe was imaged by Spacewatch at Kitt Peak National Observatory from October 6 through November 4, 1999, and originally designated as asteroid (1999 UX18). It was discovered to be in orbit around Jupiter by Tim Spahr on July 18, 2000, and then given the designation S/1999 J 1. It was the 17th confirmed moon of Jupiter.Callirrhoe has an apparent magnitude of 20.7, making it even fainter than dwarf planet Eris at magnitude 18.7. Jupiter is about 2.5 billion times brighter than Callirrhoe.Callirrhoe is about 8.6 kilometers in diameter, and orbits Jupiter at an average distance of 24.1 million kilometers in 758 days, at an inclination of 141° to the ecliptic (140° to Jupiter's equator) with an eccentricity of 0.28.  This object was probably captured long ago from a heliocentric orbit and the Sun's gravitational influence makes this orbit highly erratic.It was named in October 2002 after Callirrhoe, daughter of the river god Achelous, one of Zeus' (Jupiter's) many conquests.It belongs to the Pasiphae group, irregular retrograde moons orbiting Jupiter at distances ranging between 22.8 and 24.1 million kilometers, and with inclinations ranging between 144.5° and 158.3°.

As a navigation exercise, the New Horizons spacecraft imaged Callirrhoe on January 10, 2007.

  --https://en.wikipedia.org/wiki/Callirrhoe_(moon)"
WIKI_MOON_THEMISTO,"
Themisto (; from Greek: Θεμιστώ), also known as Jupiter XVIII, is a small prograde irregular satellite of Jupiter. It was discovered in 1975, subsequently lost, and rediscovered in 2000.

  --https://en.wikipedia.org/wiki/Themisto_(moon)"
WIKI_MOON_MEGACLITE,"
Megaclite ( meg-ə-KLY-tee; Latin: Megaclītē; Greek: Μεγακλειτή), also known as Jupiter XIX, is a natural satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2000, and given the temporary designation S/2000 J 8.Megaclite is about 5.4 kilometres in diameter, and orbits Jupiter at an average distance of 24.687 million kilometers in 792.437 days, at an inclination of 150° to the ecliptic (148° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.308.

It was named in October 2002 after Megaclite, mother by Zeus (Jupiter) of Thebe and Locrus in Greek mythology.It belongs to the Pasiphae group, irregular retrograde moons orbiting Jupiter at distances ranging between 22.8 and 24.7 Gm, and with inclinations ranging between 144.5° and 158.3°.

  --https://en.wikipedia.org/wiki/Megaclite"
WIKI_MOON_TAYGETE,"
Taygete ( tay-IJ-ə-tee; Greek: Ταϋγέτη), also known as Jupiter XX, is a retrograde irregular satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard, et al. in 2000, and given the temporary designation S/2000 J 9.Taygete is about 5 kilometres in diameter, and orbits Jupiter at an average distance of 22,439 Mm in 686.675 days, at an inclination of 165° to the ecliptic (163° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.3678.

It was named in October 2002 after Taygete, one of the Pleiades, daughter of the Titan Atlas and mother of Lacedaemon by Zeus (Jupiter).

It belongs to the Carme group, made up of irregular retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165°.

  --https://en.wikipedia.org/wiki/Taygete_(moon)"
WIKI_MOON_CHALDENE,"
Chaldene ( kal-DEE-nee; Greek: Χαλδηνή), also known as Jupiter XXI, is a retrograde irregular satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard, et al., in 2000, and given the temporary designation S/2000 J 10.Chaldene is about 3.8 kilometres in diameter, and orbits Jupiter at an average distance of 22,713 Mm in 699.327 days, at an inclination of 167° to the ecliptic (169° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.2916.

It was named in October 2002 after Chaldene, the mother of Solymos by Zeus in Greek mythology.It belongs to the Carme group, made up of irregular retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165°.

  --https://en.wikipedia.org/wiki/Chaldene"
WIKI_MOON_HARPALYKE,"
Harpalyke ( har-PAL-ə-kee; Greek: Αρπαλύκη), also known as Jupiter XXII, is a retrograde irregular satellite  of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2000, and given the temporary designation S/2000 J 5. In August 2003, the moon was named after Harpalyke, the incestuous daughter of Clymenus, who in some accounts was also a lover of Zeus (Jupiter).

Harpalyke belongs to the Ananke group, believed to be the remnants of a break-up of a captured heliocentric asteroid. It is about 4 kilometres in diameter and appears grey (color index R-V=0.43), similar to C-type asteroids. The satellite orbits Jupiter at an average distance of 21,064 Mm in 624.542 Earth days, at an inclination of 147° to the ecliptic (147° to Jupiter's equator) with an eccentricity of 0.2441.

  --https://en.wikipedia.org/wiki/Harpalyke_(moon)"
WIKI_MOON_KALYKE,"
Kalyke ( KAL-ə-kee; Greek: Καλύκη), also known as Jupiter XXIII, is a retrograde irregular satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard et al. in 2000, and given the temporary designation S/2000 J 2.Kalyke is about 5.2 kilometres in diameter, and orbits Jupiter at an average distance of 23,181 Mm in 721.021 days, at an inclination of 166° to the ecliptic (165° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.2140.

It was named in October 2002 after the Greek mythological figure Kalyke or Calyce.It belongs to the Carme group, made up of irregular retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165°.

  --https://en.wikipedia.org/wiki/Kalyke"
WIKI_MOON_IOCASTE,"
Iocaste ( eye-o-KAS-tee; Greek: Ιοκάστη), also known as Jupiter XXIV, is a retrograde irregular satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2000, and given the temporary designation S/2000 J 3.Iocaste orbits Jupiter at an average distance of 20.723 million kilometers in 609.427 days, at an inclination of 147° to the ecliptic (146° to Jupiter's equator) with an eccentricity of 0.2874.

It was named in October 2002 after Jocasta, the mother/wife of Oedipus in Greek mythology.

Iocaste belongs to the Ananke group, believed to be the remnants of a break-up of a captured heliocentric asteroid.The satellite is about 5 kilometres in diameter and appears grey (colour indices B-V=0.63, R-V=0.36), similar to C-type asteroids.

  --https://en.wikipedia.org/wiki/Iocaste_(moon)"
WIKI_MOON_ERINOME,"
Erinome ( eh-RIN-o-mee; Greek: Ερινόμη), also known as Jupiter XXV, is a retrograde irregular satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard et al. in 2000, and given the temporary designation S/2000 J 4.Erinome is about 3.2 kilometres in diameter, and orbits Jupiter at an average distance of 22,986 Mm in 711.965 days, at an inclination of 164° to the ecliptic (162° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.2552.

It was named in October 2002 after the mythological Erinome, said to be a 'daughter of Celes, compelled by Venus to fall in love with Jupiter.'Erinome belongs to the Carme group, made up of irregular retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165°.

  --https://en.wikipedia.org/wiki/Erinome"
WIKI_MOON_ISONOE,"
Isonoe ( eye-SON-o-ee; Greek: Ισονόη), also known as Jupiter XXVI, is a retrograde irregular satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2000, and given the temporary designation S/2000 J 6.Isonoe is about 3.8 kilometres in diameter, and orbits Jupiter at an average distance of 23,833 Km in 751.647 days, at an inclination of 166° to the ecliptic (169° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.166.

It was named in October 2002 after Isonoe, one of the Danaïdes in Greek mythology, and a lover of Zeus (Jupiter).Isonoe belongs to the Carme group, made up of irregular retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165°.

  --https://en.wikipedia.org/wiki/Isonoe_(moon)"
WIKI_MOON_PRAXIDIKE,"
Praxidike ( prak-SID-ik-ee; Greek: Πραξιδίκη), also known as Jupiter XXVII, is a retrograde irregular satellite  of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2000, and given the temporary designation S/2000 J 7.

Praxidike orbits Jupiter at an average distance of 20,824 Mm in 613.904 days, at an inclination of 144° to the ecliptic (143° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.1840.

It was named in August 2003 after Praxidike, the Greek goddess of punishment.

Praxidike belongs to the Ananke group, believed to be the remnants of a break-up of a captured heliocentric asteroid. With an estimated diameter of 7 km, Praxidike is the second largest member of the group after Ananke itself (assumed albedo of 0.04).The satellite appears grey (colour indices B-V=0.77, R-V= 0.34), typical of C-type asteroids.

  --https://en.wikipedia.org/wiki/Praxidike_(moon)"
WIKI_MOON_AUTONOE,"
Autonoe ( aw-TON-o-ee; Greek: Αυτονόη), also known as Jupiter XXVIII, is a natural satellite of Jupiter.

  --https://en.wikipedia.org/wiki/Autonoe_(moon)"
WIKI_MOON_THYONE,"
Thyone ( thy-OH-nee; Greek: Θυώνη), also known as Jupiter XXIX, is a retrograde irregular satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard, et al. in 2001, and given the temporary designation S/2001 J 2.Thyone is about 4 kilometres in diameter, and orbits Jupiter at an average distance of 21.406 million kilometres in 639.803 days, at an inclination of 147° to the ecliptic (147° to Jupiter's equator) with an eccentricity of 0.2526. Its average orbital speed is 2.43 km/s.

It was named in August 2003 after Thyone, better known as Semele, mother of Dionysus in Greek mythology.Thyone belongs to the Ananke group, retrograde irregular moons which orbit Jupiter between 19.3 and 22.7 million kilometres, at inclinations of roughly 150°.

  --https://en.wikipedia.org/wiki/Thyone_(moon)"
WIKI_MOON_HERMIPPE,"
Hermippe ( hər-MIP-ee; Greek Ερμίππη), or Jupiter XXX, is a natural satellite of Jupiter. It was discovered by a team of astronomers from the Institute for Astronomy of the University of Hawaii led by David Jewitt and Scott S. Sheppard and Jan Kleyna in 2001, and given the temporary designation S/2001 J 3.Hermippe is about 4 kilometres in diameter, and orbits Jupiter at an average distance of 21 million kilometers in about 630 days, at an inclination of 151° to the ecliptic (149° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.2290.

It was named in August 2003 by the IAU, after Hermippe, a lover of Zeus (Jupiter).Hermippe belongs to the Ananke group, retrograde irregular moons which orbit Jupiter between 19.3 and 22.7 gigametres (0.152 astronomical units), at inclinations of roughly 150°.

  --https://en.wikipedia.org/wiki/Hermippe_(moon)"
WIKI_MOON_AITNE,"
Aitne ( ET-nee,  EYET-; Greek: Αίτνη), also known as Jupiter XXXI, is a retrograde irregular satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard, et al. in 2001, and given the temporary designation S/2001 J 11. Aitne belongs to the Carme group, made up of irregular retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165°.

Aitne is about 3 kilometres in diameter, and orbits Jupiter at an average distance of 22,285 Mm in 679.641 days, at an inclination of 166° to the ecliptic (164° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.393.

It was named in August 2003 after Aitna or Aitne, the divine personification of Mount Etna, whose sons by Zeus (Jupiter) are the Palici, the twin Sicilian gods of geysers (other authors have them descend from Thalia and/or Hephaistos).

  --https://en.wikipedia.org/wiki/Aitne_(moon)"
WIKI_MOON_EURYDOME,"
Eurydome ( yoor-ID-ə-mee; Greek: Ευριδόμη), also known as Jupiter XXXII, is a natural satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2001, and given the temporary designation S/2001 J 4.Eurydome is about 3 kilometres in diameter, and orbits Jupiter at an average distance of 23,231 Mm in 723.359 days, at an inclination of 149° to the ecliptic (147° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.3770.

It was named in August 2003 after Eurydome in Greek mythology, who is sometimes described as the mother of the Graces by Zeus (Jupiter).Eurydome belongs to the Pasiphae group, irregular retrograde moons orbiting Jupiter at distances ranging between 22.8 and 24.1 Gm, and with inclinations ranging between 144.5° and 158.3°.

  --https://en.wikipedia.org/wiki/Eurydome_(moon)"
WIKI_MOON_EUANTHE,"
Euanthe ( yoo-AN-thee; Greek: Ευάνθη), also known as Jupiter XXXIII, is a retrograde irregular satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2001, and given the temporary designation S/2001 J 7.

Euanthe is about 3 kilometres in diameter, and orbits Jupiter at an average distance of 20,465 Mm in 598.093 days, at an inclination of 143° to the ecliptic (142° to Jupiter's equator) with an eccentricity of 0.2001.

It was named in August 2003 after Euanthe, who was the mother of the Graces, according to some Greek writers.Euanthe belongs to the Ananke group, retrograde irregular moons that orbit Jupiter between 19.3 and 22.7 Gm, at inclinations of roughly 150°.

  --https://en.wikipedia.org/wiki/Euanthe_(moon)"
WIKI_MOON_EUPORIE,"
Euporie ( yoo-PORR-ə-ee or  yoo-POR-ee; Greek: Ευπορία), also known as Jupiter XXXIV, is a natural satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2001, and given the temporary designation S/2001 J 10.Euporie is about 2 kilometres in diameter, and orbits Jupiter at an average distance of 19,088 Mm in 538.780 days, at an inclination of 145° to the ecliptic (145° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.0960.It was named in August 2003 after Euporie, a Greek goddess of abundance and one of the Horae in Greek mythology (and thus a daughter of Zeus). It is a member of the Ananke group.

  --https://en.wikipedia.org/wiki/Euporie_(moon)"
WIKI_MOON_ORTHOSIE,"
Orthosie ( or-THOSS-(ee-)ee; Greek: Ορθωσία), also known as Jupiter XXXV, is a natural satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2001, and given the temporary designation S/2001 J 9.Orthosie is about 2 kilometres in diameter, and orbits Jupiter at an average distance of 21,075,662 km in 625.07 days, at an inclination of 146.46° to the ecliptic (143° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.3376.It was named in August 2003 after Orthosie, the Greek goddess of prosperity and one of the Horae. The Horae (Hours) were daughters of Zeus and Themis.

Orthosie belongs to the Ananke group.

  --https://en.wikipedia.org/wiki/Orthosie_(moon)"
WIKI_MOON_SPONDE,"
Sponde ( SPON-dee; Greek: Σπονδή), also known as Jupiter XXXVI, is a natural satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2001, and given the temporary designation S/2001 J 5.Sponde is about 2 kilometres in diameter, and orbits Jupiter at an average distance of 24,253 Mm in 771.604 days, at an inclination of 154° to the ecliptic (156° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.443.

It was named in August 2003 after one of the Horae (Hours), which presided over the seventh hour (libations poured after lunch). The Hours, goddesses of the time of day but also of the seasons, were daughters of Zeus (Jupiter) and Themis.

It belongs to the Pasiphae group, irregular retrograde moons orbiting Jupiter at distances ranging between 22.8 and 24.1 Gm, and with inclinations ranging between 144.5° and 158.3°.

  --https://en.wikipedia.org/wiki/Sponde"
WIKI_MOON_KALE,"
Kale ( KAY-lee; Greek: Καλή), also known as Jupiter XXXVII, is a retrograde irregular satellite of Jupiter. It was discovered in 2001 by astronomers Scott S. Sheppard, D. Jewitt, and J. Kleyna, and was originally designated as S/2001 J 8.Kale is about 2 kilometres in diameter, and orbits Jupiter at an average distance of 22,409 Mm in 685.324 days, at an inclination of 165° to the ecliptic (166° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.2011.

It was named in August 2003 after one of the Charites (Greek Χάριτες, Latin Gratiae, 'Graces'), daughters of Zeus (Jupiter). Kale is the spouse of Hephaestus according to some authors (although most have Aphrodite play that role).

It belongs to the Carme group, made up of irregular retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165°.

  --https://en.wikipedia.org/wiki/Kale_(moon)"
WIKI_MOON_PASITHEE,"
Pasithee ( pə-SITH-ə-ee or  PAS-i-thee; Greek: Πασιθέα), also known as Jupiter XXXVIII, is a retrograde irregular satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2001, and given the temporary designation S/2001 J 6.Pasithee is about 2 kilometres in diameter, and orbits Jupiter at an average distance of 23,307 Mm in 727.933 days, at an inclination of 166° to the ecliptic (164° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.3289.

It was named in August 2003 after Pasithee, one of the Charites, goddesses of charm, beauty, nature, human creativity and fertility, daughters of Zeus (Jupiter) by Eurynome. Pasithee, better known as Aglaea, is the spouse of Hypnos (Sleep) and presides to hallucinations and hallucinogens.

It belongs to the Carme group, made up of irregular retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165°.

  --https://en.wikipedia.org/wiki/Pasithee_(moon)"
WIKI_MOON_HEGEMONE,"
Hegemone ( hi-JEM-ə-nee; Greek: Ηγεμόνη), also known as Jupiter XXXIX, is a natural satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2003, and given the temporary designation S/2003 J 8.Hegemone is about 3 kilometres in diameter, and orbits Jupiter at an average distance of 23,703 Mm in 745.500 days, at an inclination of 153° to the ecliptic (151° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.4077.

It was named in March 2005 after Hegemone, one of the Graces, and a daughter of Zeus (Jupiter).Hegemone belongs to the Pasiphae group, irregular retrograde moons orbiting Jupiter at distances ranging between 22.8 and 24.1 Gm, and with inclinations ranging between 144.5° and 158.3°.

  --https://en.wikipedia.org/wiki/Hegemone_(moon)"
WIKI_MOON_MNEME,"
Mneme ( NEE-mee; Greek: Μνήμη), also known as Jupiter XL, is a retrograde irregular satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard, et al. in 2003, and was provisionally designated S/2003 J 21.Mneme is about 2 kilometres in diameter, and orbits Jupiter at an average distance of 21.427 million kilometres in 640.769 days, at an inclination of 149° to the ecliptic (148° to Jupiter's equator) with an eccentricity of 0.2214. Its average orbital speed is 2.43 km/s.

It was named in March 2005 after Mneme, one of the three original Muses. She is sometimes confused with Mnemosyne, mother of the Muses (the three or the nine, depending on the author) by Zeus (Jupiter).

Mneme belongs to the Ananke group, retrograde irregular moons which orbit Jupiter between 19.3 and 22.7 million kilometres, at inclinations of roughly 150°.

  --https://en.wikipedia.org/wiki/Mneme_(moon)"
WIKI_MOON_AOEDE,"
Aoede ( ay-EE-dee; Greek: Αοιδή), also known as Jupiter XLI, is a natural satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2003. It received the temporary designation S/2003 J 7.Aoede is about 4 kilometres in diameter, and orbits Jupiter at an average distance of 23,044 Mm in 714.657 days, at an inclination of 160° to the ecliptic (162° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.4311.

It was named in March 2005 after Aœde, one of the three original Muses. Aœde was the Muse of song, and was a daughter of Zeus (Jupiter) by Mnemosyne.Aoede belongs to the Pasiphae group, irregular retrograde moons orbiting Jupiter at distances ranging between 22.8 and 24.1 Gm, and with inclinations ranging between 144.5° and 158.3°.

  --https://en.wikipedia.org/wiki/Aoede_(moon)"
WIKI_MOON_THELXINOE,"
Thelxinoe ( thelk-SIN-o-ee; Greek: Θελξινόη), also known as Jupiter XLII, is a natural satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2004 from pictures taken in 2003, and originally received the temporary designation S/2003 J 22.

Thelxinoe is about 2 kilometres in diameter, and orbits Jupiter at an average distance of 20,454 Mm in 597.607 days, at an inclination of 151° to the ecliptic (153° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.2685.

It was named in March 2005 after Thelxinoe, one of the four original Muses according to some Greek writers, and a daughter of Zeus (Jupiter) by Mnemosyne.Thelxinoe belongs to the Ananke group, retrograde irregular moons that orbit Jupiter between 19.3 and 22.7 Gm, at inclinations of roughly 150°.

  --https://en.wikipedia.org/wiki/Thelxinoe_(moon)"
WIKI_MOON_ARCHE,"
Arche ( ARK-ee; Greek: Αρχή), also known as Jupiter XLIII, is a moon of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2002, and received the temporary designation S/2002 J 1.Arche is about 3 kilometres in diameter, and orbits Jupiter at an average distance of 23,717 Mm in 746.185 days, at an inclination of 165° to the ecliptic (162° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.149.

It was named in 2005 after Arche, whom some Greek writers described as one of the four original Muses, an addition to the earlier three (Aoede, Melete, and Mneme).Arche belongs to the Carme group, made up of irregular retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165°.

  --https://en.wikipedia.org/wiki/Arche_(moon)"
